Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"65.149a, b",TRUE,TRUE,503050,684,Musical Instruments,1965,Dizi,Dizi,probably Chinese,Qing dynasty (1644-1911),,,,,,,,,,,,,,,,,late 18th–early 19th century,1790,1805,Jade,21 7/16 × 3/4 × 3/4 in. (54.5 × 1.9 × 1.9 cm),"Gift of Rolf Jacoby, 1965",,,,,China or Korea,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/503050,https://www.wikidata.org/wiki/Q29385595,,"Metropolitan Museum of Art, New York, NY",,,
68.62.2,FALSE,FALSE,503052,,Musical Instruments,1968,Sho,Sho,Japanese,Early Tokugawa period,,,,,,,,,,,,,,,,,19th century,1801,1900,"Bamboo, wood, metal",L. longest pipe 45.4 cm (17-7/8 in.); L. shortest pipe 18.1 cm (7-1/8 in.),"Rogers Fund, 1968",,,,,Japan,,,,,,,Aerophone-Free Reed-mouth organ,,http://www.metmuseum.org/art/collection/search/503052,,,"Metropolitan Museum of Art, New York, NY",Phoenix,http://vocab.getty.edu/page/aat/300379749,https://www.wikidata.org/wiki/Q48444
1975.59,TRUE,FALSE,503060,684,Musical Instruments,1975,Kora,Kora,"Mandinka people, Senegambia",,,,,15636,Maker, ,Mamadou Kouyaté (d. 1991)  (bridge by Djimo Kouyaté), , ,Kouyaté Mamadou,Mandinka people,          ,          ,,http://vocab.getty.edu/page/ulan/500331507,,ca. 1960,1955,1965,"Gourd, goat skin, antelope-hide, ebony, metal, wood",45 9/16 × 20 11/16 × 17 in. (115.8 × 52.5 × 43.2 cm),"Rogers Fund, 1975",,,,,Senegal,,,,,,,Chordophone-Harp,,http://www.metmuseum.org/art/collection/search/503060,https://www.wikidata.org/wiki/Q116413083,,"Metropolitan Museum of Art, New York, NY",,,
1984.225,TRUE,TRUE,503155,681,Musical Instruments,1984,Guitar,Guitar,Italian,,,,,16454,Maker,Attributed to,Giacomo (Jacob) Ertel,"German, ca. 1646–1711 Rome", ,"Ertel, Giacomo (Jacob)",German,1646,1711,,http://vocab.getty.edu/page/ulan/500331808,,late 17th century,1667,1700,"Spruce, ebony, fruitwood, bone, ivory, mother-of-pearl, parchment","Height: 35 11/16 in. (90.7 cm)
Width (at greatest point): 9 1/2 in. (24.1 cm)
Depth (rib height at bottom): 3 11/16 in. (9.4 cm)","Purchase, Rogers Fund, Mrs. Peter Nicholas, University of Chicago Club of New York, Mrs. Henry J. Heinz II and Lowell S. Smith and Sally Sanford Gifts, The Crosby Brown Collection of Musical Instruments, by exchange, and funds from various donors, 1984",,Rome,,,Italy,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503155,https://www.wikidata.org/wiki/Q29385598,,"Metropolitan Museum of Art, New York, NY",,,
1977.454.17,FALSE,FALSE,503160,,Musical Instruments,1977,Drum,Drum,Akan Ashanti people,,,,,,,,,,,,,,,,,,early 20th century,1900,1925,"Wood, polychrome, skin, trade beads, plastic","Height: 20 7/8 in. (53 cm)
Width: 21 5/8 in. (55 cm)
Depth: 13 3/4 in. (35 cm)","Gift of Raymond E. Britt Sr., 1977",,,,,Ghana,,,,,,,Membranophone-single-headed / kettle drum,,http://www.metmuseum.org/art/collection/search/503160,https://www.wikidata.org/wiki/Q81834000,,"Metropolitan Museum of Art, New York, NY",Writing|Nursing|Infants|Women,http://vocab.getty.edu/page/aat/300054698|http://vocab.getty.edu/page/aat/300379905|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q37260|https://www.wikidata.org/wiki/Q174876|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467
1982.32,FALSE,TRUE,503200,,Musical Instruments,1982,Dadabuan,Dadabuan,Philippine (Mindanao),,,,,,,,,,,,,,,,,,19th century,1801,1900,"Wood, mother-of-pearl, skin","Height: 32 3/8 in. (82.2 cm)
Diameter (Maximum): 24 7/16 in. (62 cm)
Diameter (Drum head): 21 3/4 in. (55.3 cm)","Rogers Fund, 1982",,Mindanao,,,Philippines,,,,,,,Membranophone-single-headed / goblet drum,,http://www.metmuseum.org/art/collection/search/503200,https://www.wikidata.org/wiki/Q104413042,,"Metropolitan Museum of Art, New York, NY",,,
1982.143.2,TRUE,FALSE,503204,681,Musical Instruments,1982,Sarangi,Sarangi,Indian,,,,,,,,,,,,,,,,,,ca. 1900,1890,1910,"Wood, ivory, parchment, metal",29 7/16 × 9 1/2 × 6 7/8 in. (74.7 × 24.2 × 17.5 cm),"Gift of Mrs. Harold H. Krechmer, in memory of her husband, Harold H. Krechmer, 1982",,,,,India,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/503204,https://www.wikidata.org/wiki/Q116413108,,"Metropolitan Museum of Art, New York, NY",,,
1982.171.1,FALSE,FALSE,503206,681,Musical Instruments,1982,Chongak Kayagum,Chongak Kayagum,Korean,,,,,15515,Maker, ,Kim Kwang Ju, , ,"Kim, Kwang Ju",Korean,          ,          ,,,,ca. 1980,1975,1985,"Wood, silk, cotton",3 5/8 × 64 15/16 × 14 9/16 in. (9.2 × 165 × 37 cm),"Gift of Korean Cultural Service, 1982",,,,,Korea,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/503206,https://www.wikidata.org/wiki/Q116413111,,"Metropolitan Museum of Art, New York, NY",,,
1982.324,TRUE,TRUE,503219,684,Musical Instruments,1982,Division Viol,Division Viol,British,,,,,15523,Maker,labeled,Richard Meares,"British, London 1647–1725 London", ,"Meares, Richard",British,1647,1725,,http://vocab.getty.edu/page/ulan/500329581,,ca. 1680,1660,1700,"Spruce, ebony, maple","Height: 46 1/16 in. (117 cm)
Width (At lower bout): 14 3/4 in. (37.4 cm)
Depth (At bottom block): 5 in. (12.7 cm)","Purchase, Louis V. Bell Fund, Mrs. Vincent Astor Gift, and funds from various donors, 1982",,London,,England,United Kingdom,,,,,,,Chordophone-Lute-bowed-fretted,,http://www.metmuseum.org/art/collection/search/503219,https://www.wikidata.org/wiki/Q29385600,,"Metropolitan Museum of Art, New York, NY",,,
1986.239a-b,TRUE,TRUE,503271,684,Musical Instruments,1986,Clavichord,Clavichord,German,,,,,15502,Maker,Attributed to,Christian Kintzing,"German, Neuwied 1707–1804 Neuwied", ,Kintzing Christian,German,1707,1804,,,https://www.wikidata.org/wiki/Q63438826,1763,1763,1763,"Wood, ebony, bone, walnut, paint, metal","Height (of case, without lid): 4 in. (10.1 cm)
Width: 54 7/16 in. (138.2 cm)
Depth (perpendicular to keyboard): 18 1/4 in. (46.3 cm)","Purchase, The Crosby Brown Collection of Musical Instruments, by exchange; Rogers Fund; The Barrington Foundation Inc. Gift; Gifts of Risa and David Bernstein, Carroll C., Beverly and Garry S. Bratman, Miss Alice Getty, and Erica D. White, by exchange; and funds from various donors, by exchange, 1986",,Neuwied,,,Germany,,,,,,,Chordophone-Zither-struck-clavichord,,http://www.metmuseum.org/art/collection/search/503271,https://www.wikidata.org/wiki/Q29385602,,"Metropolitan Museum of Art, New York, NY",Men|Women|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q191163
1986.353.1,TRUE,FALSE,503282,684,Musical Instruments,1986,Guitar,Guitar,German,,,,,15510,Maker, ,Hermann Hauser,"German, Munich 1882–1952 Reisbach", ,"Hauser, Hermann",German,1882,1952,,http://vocab.getty.edu/page/ulan/500331793,https://www.wikidata.org/wiki/Q1406827,1937,1937,1937,"Spruce, rosewood, mahogany, bone or ivory, ebony",38 × 14 3/8 × 4 in. (96.5 × 36.5 × 10.2 cm),"Gift of Emilita Segovia, Marquessa of Salobreña, 1986",,Munich,,,Germany,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503282,https://www.wikidata.org/wiki/Q116413138,,"Metropolitan Museum of Art, New York, NY",,,
1986.353.2,TRUE,TRUE,503283,681,Musical Instruments,1986,Guitar,Guitar,Spanish,,,,,15530915522,Maker|Maker, | ,Manuel Ramírez|Santos Hernández,"Spanish, Alhama de Aragon, 1864–1916|Spanish, 1874–1943", | ,"Ramírez, Manuel|Hernández Santos",Spanish|Spanish,1864      |1874      ,1916      |1943      ,|,|http://vocab.getty.edu/page/ulan/500331829,|,1912,1901,1925,"Spruce, rosewood, cedar, ebony, ivory or bone","Height (Total): 38 in. (96.5 cm)
Width (At lower bouts): 10 9/16 in. (26.9 cm)","Gift of Emilita Segovia, Marquessa of Salobreña, 1986",,Madrid,,,Spain,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503283,https://www.wikidata.org/wiki/Q29385605,,"Metropolitan Museum of Art, New York, NY",,,
1986.470.3,FALSE,FALSE,503340,681,Musical Instruments,1986,Koto,Koto (?),Japanese,,,,,,,,,,,,,,,,,,20th century,1900,1999,"Various woods, ivory, metal, nylon, tortoiseshell, abalone, lacquerwork",8 × 74 3/4 × 10 in. (20.3 × 189.9 × 25.4 cm),"Gift of the Todes Family, 1986",,,,,Japan,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/503340,https://www.wikidata.org/wiki/Q116413152,,"Metropolitan Museum of Art, New York, NY",,,
1988.349,TRUE,TRUE,503348,684,Musical Instruments,1988,Dung-Chen,Dung-Chen,Chinese,Ming Dynasty,,,,,,,,,,,,,,,,,1368–1644,1368,1644,"Brass, copper, cloisonné","Height: 76 in. (188 cm)
Diameter (Of bell): 12 1/16 in. (30.6 cm)","Purchase, Gift of Mr. and Mrs. Robert P. Freedman, by exchange, 1988",,,,,China,,,,,,,Aerophone-Lip Vibrated-trumpet / trombone,,http://www.metmuseum.org/art/collection/search/503348,https://www.wikidata.org/wiki/Q29385608,,"Metropolitan Museum of Art, New York, NY",,,
1990.103,TRUE,TRUE,503385,684,Musical Instruments,1990,Guitar,Guitar,Italian,,,,,15518,Maker,Attributed to,Matteo Sellas,"German, Füssen ca. 1599–1654 Venice", ,"Sellas, Matteo",German (active Italy),1599,1654,,http://vocab.getty.edu/page/ulan/500331516,https://www.wikidata.org/wiki/Q21081379,ca. 1630–50,1620,1660,"Spruce, bone, parchment, snakewood, ivory",37 7/8 × 10 1/2 × 4 in. (96.2 × 26.7 × 10.2 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990",,Venice,,,Italy,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503385,https://www.wikidata.org/wiki/Q29385611,,"Metropolitan Museum of Art, New York, NY",,,
1990.223,TRUE,TRUE,503396,,Musical Instruments,1990,Division Viol,Division Viol,British,,,,,15557,Maker,Attributed to,Barak Norman,"British, 1651–1724 London", ,Norman Barak,British,1651,1724,,(not assigned),https://www.wikidata.org/wiki/Q4858236,1692,1692,1692,Wood,"Height: 25 1/16 in. (63.7 cm)
Width: 13 11/16 in. (34.8 cm)
Depth: 4 11/16 in. (11.9 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990",,London,,England,United Kingdom,,,,,,,Chordophone-Lute-bowed-fretted,,http://www.metmuseum.org/art/collection/search/503396,https://www.wikidata.org/wiki/Q29385613,,"Metropolitan Museum of Art, New York, NY",,,
1992.279,TRUE,TRUE,503440,,Musical Instruments,1992,Guitar,Guitar,Spanish,,,,,15497,Maker,Attributed to,Joseph de Frías,"Spanish, active Seville and Cadiz, ca. 1775–1800", ,"de Frías, Joseph",Spanish,          ,          ,,,,ca. 1780,1760,1800,"Spruce, rosewood, cedar, ebony, mother-of-pearl","Total length: 948 mm
","Purchase, Clara Mertens Bequest, in memory of André Mertens, 1992",,Seville,,,Spain,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503440,https://www.wikidata.org/wiki/Q29385616,,"Metropolitan Museum of Art, New York, NY",,,
1992.326,FALSE,FALSE,503442,684,Musical Instruments,1992,Bondjo,Bondjo,Ekonda people (Konda),,,,,,,,,,,,,,,,,,ca. 1915,1905,1925,"Ivory, wood, polychrome",8 × 57 1/2 × 8 in. (20.3 × 146.1 × 20.3 cm),"Purchase, Rogers Fund, Roger L. Stevens Family Fund Gift, Gifts of Herbert J. Harris, and Brian and Ann Todes, by exchange, Kay T. Krechmer Bequest, in memory of her husband, Harold H. Krechmer, and funds from various donors, 1992",,,,,Democratic Republic of the Congo,,,,,,,Aerophone-Lip Vibrated-trumpet / trombone,,http://www.metmuseum.org/art/collection/search/503442,https://www.wikidata.org/wiki/Q116413163,,"Metropolitan Museum of Art, New York, NY",,,
1992.333,TRUE,TRUE,503443,684,Musical Instruments,1992,Violin,Violin,German,,,,,15581,Maker, ,Joachim Tielke,"German, 1641–1719", ,Tielke Joachim,German,1641,1719,,http://vocab.getty.edu/page/ulan/500098125,https://www.wikidata.org/wiki/Q108461,ca. 1685,1665,1705,"Spruce, maple",23 1/4 × 7 15/16 × 3 1/2 in. (59.1 × 20.2 × 8.9 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1992",,Hamburg,,,Germany,,,,,,,Chordophone-Bowed,,http://www.metmuseum.org/art/collection/search/503443,https://www.wikidata.org/wiki/Q29385618,,"Metropolitan Museum of Art, New York, NY",,,
1996.13.1,FALSE,TRUE,503467,,Musical Instruments,1996,Pair of Transverse Flutes,Pair of Transverse Flutes,German,,,,,15513,Maker, ,Johann Wilhelm Oberlender (the Elder),"German, Nuremberg 1681–1763 Nuremberg", ,"Oberlender, Johann Wilhelm",German,1681,1763,,,,mid-18th century,1833,1867,"Ivory, silver, wood",Total Height (with longest corps de rechange): 24 1/2 in. (62.2 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, and The Vincent Astor Foundation Gift, 1996",,Nürnberg,,,Germany,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/503467,https://www.wikidata.org/wiki/Q29385621,,"Metropolitan Museum of Art, New York, NY",,,
1998.7,FALSE,TRUE,503502,681,Musical Instruments,1998,Accordion,Accordion,French,,,,,15626,Maker, ,Alexandre Pere & Fils, , ,Pere Alexandre & Fils, ,          ,          ,,,,1850–55,1840,1860,"Wood, metal, mastic, brass, tortoiseshell, gilt brass, mother-of-pearl, silver foil",Closed: 15 3/16 × 5 5/16 × 6 7/8 in. (38.5 × 13.5 × 17.5 cm),"Funds from various donors, 1998",,Paris,,,France,,,,,,,Aerophone-Free Reed-concertina / accordion,,http://www.metmuseum.org/art/collection/search/503502,https://www.wikidata.org/wiki/Q29385623,,"Metropolitan Museum of Art, New York, NY",,,
1998.72,TRUE,TRUE,503503,684,Musical Instruments,1998,Kam?nche,Kam?nche,Iranian (Persian),,,,,,,,,,,,,,,,,,ca. 1880,1870,1890,"Wood, metal, bone, gut","Height: 40 1/2 in. (102.9 cm)
Width: 6 in. (15.3 cm)
Diameter: 5 1/2 in. (14 cm)","Purchase, Mr. and Mrs. Thatcher M. Brown III Gift, 1998",,Tehran,,,Iran (Persia),,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/503503,https://www.wikidata.org/wiki/Q29385625,,"Metropolitan Museum of Art, New York, NY",,,
1998.121,TRUE,TRUE,503505,,Musical Instruments,1998,Lyre Guitar,Lyre Guitar,French,,,,,15521,Maker,Possibly,Joseph Pons,"French, born 1776",(probably a son of César Pons),"Pons, Joseph",French,1776,1876,,,,ca. 1805,1795,1815,"Mahogany, spruce, ebony, brass, nickel-silver, gilding","Height: 34 1/4 in. (87 cm)
Width: 14 3/8 in. (36.5 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 1998",,Paris,,,France,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503505,https://www.wikidata.org/wiki/Q29385627,,"Metropolitan Museum of Art, New York, NY",,,
1999.26,TRUE,TRUE,503517,684,Musical Instruments,1999,Violin,"ex ""Kurtz"" Violin",Italian (Cremona),,,,,15564,Maker, ,Andrea Amati,"Italian, Cremona ca. 1505–1578 Cremona", ,"Amati, Andrea",Italian,1505,1578,,http://vocab.getty.edu/page/ulan/500524209,https://www.wikidata.org/wiki/Q493320,ca. 1560,1558,1565,"Spruce, maple, ebony, paint, gilding","Height: 22 5/8 in. (57.4 cm)
Width: 7 15/16 in. (20.2 cm)","Purchase, Robert Alonzo Lehman Bequest, 1999",|,Cremona,|,,Italy,,,,,,,Chordophone-Lute-plucked,,http://www.metmuseum.org/art/collection/search/503517,https://www.wikidata.org/wiki/Q29385629,,"Metropolitan Museum of Art, New York, NY",,,
1999.74,TRUE,FALSE,503519,684,Musical Instruments,1999,Side-blown Trumpet,Side-blown Trumpet,Mangbetu,,,,,,,,,,,,,,,,,,19th century,1801,1900,Ivory,L. 50 ×  Diam. Largest 4 3/4 -  smallest 1 1/2  in. (127 × 12.1 - 3.8 cm),"Purchase, Bequest of Olive Huber, by exchange, and Brian and Anne Marie Todes Gift, 1999",,,,,Democratic Republic of the Congo,,,,,,,Aerophone-Lip Vibrated-trumpet / trombone,,http://www.metmuseum.org/art/collection/search/503519,https://www.wikidata.org/wiki/Q116413173,,"Metropolitan Museum of Art, New York, NY",,,
1999.93a-b,TRUE,TRUE,503523,684,Musical Instruments,1999,Qin,Guqin (?? ),Chinese,Ming Dynasty,,,,16571,Maker, ,Prince Lu,"Chinese, 1628–1644", ,Prince Lu,Chinese,1628,1644,,,,1634,1634,1634,"Wood (wutong and zi), silk, jade, lacquer, mother-of-pearl",47 × 8 × 3 3/4 in. (119.4 × 20.3 × 9.5 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, Seymour Fund, The Boston Foundation Gift, Gift of Elizabeth M. Riley, by exchange, and funds from various donors, 1999",,Hangchow,,,China,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/503523,https://www.wikidata.org/wiki/Q29385631,,"Metropolitan Museum of Art, New York, NY",,,
"1999.307a, b",FALSE,TRUE,503528,681,Musical Instruments,1999,Bassoon,Bassoon,French,,,,,15503,Maker, ,Dominique Antony Porthaux,"French, ca. 1751–1839 Paris", ,"Porthaux, Dominique Antony",French,1751,1839-02-03,,http://vocab.getty.edu/page/ulan/500336944,,1790–1800,1790,1800,"Maple, brass",L. 51 in. (129.4 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1999",,Paris,,,France,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503528,https://www.wikidata.org/wiki/Q29385634,,"Metropolitan Museum of Art, New York, NY",,,
1999.399,TRUE,FALSE,503529,684,Musical Instruments,1999,Sitar,Sitar,Indian,,,,,15519,Maker, ,Murari Adhikari,"Indian, Calcutta 1934–2006 Calcutta", ,"Adhikari, Murari",Indian,1934,2006,,,,1997,1997,1997,"Teak, ebony, metal, bone, various materials",49 × 13 1/2 × 12 3/16 in. (124.5 × 34.3 × 31 cm),"Gift of Steven Landsberg, 1999",,Calcutta,,,India,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503529,https://www.wikidata.org/wiki/Q116413174,,"Metropolitan Museum of Art, New York, NY",,,
2002.323a–f,TRUE,TRUE,503530,684,Musical Instruments,2002,Musical Clock with Spinet and Organ,Musical Clock with Spinet and Organ,German,,,,,15531116280,Maker|Maker, | ,Veit Langenbucher|Samuel Bidermann,"1587–1631|German, 1540–1622", | ,"Langenbucher Veit|Bidermann, Samuel",German|German,1587      |1540      ,1631      |1622      ,|,http://vocab.getty.edu/page/ulan/500089118|http://vocab.getty.edu/page/ulan/500058546,|https://www.wikidata.org/wiki/Q95636388,ca. 1625,1620,1631,"Ebony, gliding, brass, silver gilt, gilt brass, iron, various wood and metals, wire, parchment and leather","30 3/4 × 19 11/16 × 12 5/8 in. (78.1 × 50 × 32 cm)
Inner Mechanism: 10 3/4 × 19 × 10 in. (27.3 × 48.3 × 25.4 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 2002",,Augsburg,,,Germany,,,,,,,Chordophone,,http://www.metmuseum.org/art/collection/search/503530,https://www.wikidata.org/wiki/Q29385636,,"Metropolitan Museum of Art, New York, NY",Musicians,http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q639669
2002.190a–n,TRUE,TRUE,503546,680,Musical Instruments,2002,Cornet à Pistons in B-flat,Cornet à Pistons in B-flat,French,,,,,15533,Maker, ,Courtois frères, , ,Courtois frères, ,          ,          ,,,,1833,1833,1833,"Brass, touch pieces of ivory",7 1/2 × 4 5/8 × 15 1/2 in. (19.1 × 11.7 × 39.4 cm),"Purchase, Amati Gifts, 2002",,Paris,,,France,,,,,,,Aerophone-Lip Vibrated-horn,,http://www.metmuseum.org/art/collection/search/503546,https://www.wikidata.org/wiki/Q29385638,,"Metropolitan Museum of Art, New York, NY",,,
2003.63a–d,TRUE,TRUE,503578,,Musical Instruments,2003,Musette de Cour,Musette de Cour,French,,,,,16998,Maker, ,Unknown, ,", France",Unknown, ,          ,          ,,http://vocab.getty.edu/page/ulan/500125274,https://www.wikidata.org/wiki/Q24238356,ca. 1700,1700,1700,"Leather, ivory, silk, wood, silver, iron",Width (Across bag): 11 1/2 in. (29.2 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003",,,,,France,,,,,,,Aerophone-Reed Vibrated-bagpipe,,http://www.metmuseum.org/art/collection/search/503578,https://www.wikidata.org/wiki/Q29385640,,"Metropolitan Museum of Art, New York, NY",,,
1988.87,TRUE,TRUE,503613,684,Musical Instruments,1988,Archlute,Archlute,Italian,,,,,15538,Maker, ,David Tecchler,"Austrian, Salzburg 1666–1747 Rome", ,Tecchler David,"Austrian, active Italy",1666,1747,,http://vocab.getty.edu/page/ulan/500334759,https://www.wikidata.org/wiki/Q3703346,ca. 1725,1725,1725,"Spruce, ebony, ivory, tortoiseshell, mother-of-pearl",Height: 70 3/4 in. (179.7 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1988",,Rome,,,Italy,,,,,,,Chordophone-Lute-plucked,,http://www.metmuseum.org/art/collection/search/503613,https://www.wikidata.org/wiki/Q29385642,,"Metropolitan Museum of Art, New York, NY",,,
2003.150a–g,TRUE,TRUE,503615,684,Musical Instruments,2003,Bassoon,Bassoon,Italian,,,,,15538,Maker, ,Giosue Esposito,"Naples, active late 19th century", ,Esposito Giosue,Naples,1866,1899,,,,1881,1881,1881,"Maple, nickel-silver","51 3/4 × 3 1/2 × 2 in. (131.4 × 8.9 × 5.1 cm)
Width (With bocal): 11 in. (27.9 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003",,Naples,,,Italy,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503615,https://www.wikidata.org/wiki/Q29385647,,"Metropolitan Museum of Art, New York, NY",,,
45.41a-c,FALSE,TRUE,503625,,Musical Instruments,1945,Harpsichord,Harpsichord,Italian,,,,,,,,,,,,,,,,,,late 17th century,1750,1800,"Wood, paint, various materials","Instr. 244cm x 90cm x 31cm
front stand 82.5cm x 22cm x 78cm
back stand 21cm x 21cm x 78cm","Gift of Susan Dwight Bliss, 1945",,,,,Italy,,,,,,,Chordophone-Zither-plucked-harpsichord|Paintings,,http://www.metmuseum.org/art/collection/search/503625,https://www.wikidata.org/wiki/Q29385649,,"Metropolitan Museum of Art, New York, NY",Men|Hunting|Mermaids|Dogs|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/aat/300379596|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q182559|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q191163
50.145.74,TRUE,TRUE,503651,684,Musical Instruments,1950,Pipa,Pipa (?? ),Chinese,Ming dynasty (1368-1644),,,,,,,,,,,,,,,,,late 16th–early 17th century,1590,1640,"Wood, ivory, bone, silk","L. 37 × W. 9 15/16 × D. 1 1/8 in. (94 × 25.3 × 2.9 cm)
see measurements drawing","Bequest of Mary Stillman Harkness, 1950",,,,,China,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503651,https://www.wikidata.org/wiki/Q29385651,,"Metropolitan Museum of Art, New York, NY",Animals|Birds|Men|Flowers,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q506
53.223,TRUE,TRUE,503669,684,Musical Instruments,1953,Clarinet in B-flat,Clarinet in B-flat,Belgian,,,,,15548,Maker, ,Charles Joseph Sax,"Belgian, Dinant, Belgium 1790–1865 Paris", ,"Sax, Charles Joseph",Belgian,1790-02-01,1865-04-26,,http://vocab.getty.edu/page/ulan/500334756,https://www.wikidata.org/wiki/Q5074746,1830,1800,1850,"Ivory, brass, gold-plated silver",26 1/2 × 3 3/8 × 3 3/8 in. (67.3 × 8.6 × 8.6 cm),"Funds from various donors, 1953",,Brussels,,,Belgium,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503669,https://www.wikidata.org/wiki/Q29385653,,"Metropolitan Museum of Art, New York, NY",,,
1982.59.1–.105,FALSE,TRUE,503670,683,Musical Instruments,1982,Pipe Organ,Pipe Organ,American,,,,,15548,Maker, ,Thomas Appleton,"American, 1785–1872", ,"Appleton, Thomas",American,1785-12-26,1872-07-11,,http://vocab.getty.edu/page/ulan/500331532,https://www.wikidata.org/wiki/Q56741122,1830,1830,1830,"Mahogany veneer, rosewood veneer, pine, gilt, ivory, ebony, maple, walnut, chestnut, metal",16 ft. 1 in. × 9 ft. 3 in. × 9 ft. (490.2 × 281.9 × 274.3 cm),"Purchase, Margaret M. Hess Gift, in memory of her father, John D. McCarty, 1982",,Boston,,Massachusetts,United States,,,,,,,Aerophone-Organ,,http://www.metmuseum.org/art/collection/search/503670,https://www.wikidata.org/wiki/Q29385655,,"Metropolitan Museum of Art, New York, NY",,,
1986.12,TRUE,TRUE,503672,684,Musical Instruments,1986,?ankh,?ankh,Indian,,,,,,,,,,,,,,,,,,19th century,1800,1899,"Shell (Turbinella pyrum), brass, wax","Sankh: 6 × 6 × 16 3/4 in. (15.2 × 15.2 × 42.5 cm)
Stand: 2 1/4 × 4 3/4 × 5 3/4 in. (5.7 × 12.1 × 14.6 cm)","Purchase, The Barrington Foundation Inc. Gift, 1986",,,,Kerala State,India,,,,,,,Aerophone-Lip Vibrated-trumpet / trombone,,http://www.metmuseum.org/art/collection/search/503672,https://www.wikidata.org/wiki/Q104413043,,"Metropolitan Museum of Art, New York, NY",,,
