title,date_start,artist_display,place_of_origin,medium_display,credit_line,publication_history,exhibition_history,artwork_type_title,department_title,style_title,classification_title,museum,museum_location
Isabella Wolff,1803,"Sir Thomas Lawrence
English, 1769-1830",England,Oil on canvas,Mr. and Mrs. W. W. Kimball Collection,"Frances Ann Kemble, Records of a Girlhood (New York, 1879), pp. 210-11.

Lord Ronald Sutherland, Sir Thomas Lawrence (London, 1900), p. 168.

George Somes Layard, ed., Sir Thomas Lawrence’s Letter-Bag With Recollections of the Artist by Miss Elizabeth Croft (New York, 1906), pp. 243, 247, ill. opp. p. 147.

Freeman Marius O’Donoghue, Catalogue of Engraved British Portraits Preserved in the Department of Prints and Drawings in the British Museum vol. 4 (London, 1914), p. 527.

Sir Walter Armstrong, Lawrence (London, 1919), pp. 65, 172, pl. 37.

The Art Institute of Chicago, The Art Institute of Chicago Handbook of Sculpture, Architecture, Paintings and Drawings: Part II: Paintings and Drawings (Chicago, 1920), no. 758.

The Art Institute of Chicago, “Notes: the Kimball Collection,” Bulletin of The Art Institute of Chicago 14, 5 (1920), p. 73 (ill.).

The Art Institute of Chicago, The Art Institute of Chicago Handbook of Sculpture, Architecture, Paintings and Drawings: Part II: Paintings and Drawings (Chicago, 1922), no. 758. 

The Art Institute of Chicago Forty-Fourth Annual Report (Chicago, 1922), p. 51 (ill.).

Marguerite B. Williams, “Valuable Collection of Paintings Added to Chicago’s Art Treasures,” America Today-Fort Dearborn Magazine (Mid-Winter 1924), p. 11 (ill.).

The Art Institute of Chicago, A Guide to the Paintings in the Permanent Collection (Chicago 1925), p. 34 (ill.). 

The Art Institute of Chicago, A Guide to the Paintings in the Permanent Collection (Chicago 1932), p. 88 (ill.).

Charles Henry Collins Baker, British Painting (London, 1933), p. 281.

The Art Institute of Chicago, A Brief Illustrated Guide to the Collections (Chicago, 1935), p. 26.

The Art Institute of Chicago, A Brief Illustrated Guide to the Collections (Chicago, 1941), p. 32.

The Art Institute of Chicago, An Illustrated Guide to the Collections of The Art Institute of Chicago (Chicago, 1945), p. 34.

The Art Institute of Chicago, A Brief Illustrated Guide to the Collections (Chicago, 1948), p. 31.

Douglas Goldring, Regency Portrait Painter: The Life of Sir Thomas Lawrence, P.R.A. (London, 1951), pp. 205, 235, 23, pl. 176.

Kenneth Garlick, Sir Thomas Lawrence (London, 1954), p. 63, pl. 77.

The Art Institute of Chicago, A Brief Guide to the Collections (Chicago, 1956), p. 32.

David Pipper, “Between Georgian Decorum and Melodrama,” Art News 59, 3 (1960), p. 64, fig. 3.

Malcolm Vaughan, “The Connoisseur in America,” The Connoisseur 146, 588 (1960), pp. 146, 147 (ill.).

The Art Institute of Chicago, Paintings in The Art Institute of Chicago: A Catalogue of the Picture Collection (Chicago, 1961), p. 256.

Sir Thomas Lawrence, PRA: 1769-1830 exh. cat. (London, Royal Academy of Arts, 1961), p. 33, under cat. 70.

Kenneth Garlick, ed., A Catalogue of the Paintings, Drawings and Pastels of Sir Thomas Lawrence (Glasgow, 1964), p. 202.

Frederick A. Sweet, “Great Chicago Collectors,” Apollo 84 (1966), fig. 12.

David and Francina Irwin, Scottish Painters at Home and Abroad 1700-1900 (London, 1975), p. 162.

John Maxon, The Art Institute of Chicago, rev. ed. (London, 1977), pp. 67–68, 283, (ill.) 68.

John D. Morse, Paintings in North America: Over 3000 Masterpieces by 50 Great Artists (New York, 1979), p. 192.

Kenneth Garlick, “Round the Galleries: The Glamour of Lawrence,” Apollo n. s. 61, 215 (1980), p. 67 (ill.).

Oliver Millar, “Sir Thomas Lawrence at the National Portrait Gallery,” The Burlington Magazine 72 (1980), p. 76.

The Art Institute of Chicago, The Art Institute of Chicago 100 Masterpieces (Chicago, 1983), p. 20.

James N. Wood and Katherine C. Lee, Master Paintings in The Art Institute of Chicago (Chicago, 1988), p. 47 (ill.). 

Kenneth Garlick, Sir Thomas Lawrence: A Complete Catalogue of the Oil Painting (Oxford, 1989), no. 838, fig. 73.

John Wilson, ""The Romantics, 1790-1830"" in The British Portrait 1660-1960, intro. by Sir Roy Strong (Woodbridge, 1991), p. 290, pl. 279.

Duncan Thomson, ""Sir Henry Raeburn: An Introduction to his Art and Life"" in Raeburn:  The Art of Sir Henry Raeburn 1756-1823, exh. cat. (Edinburgh, Scottish National Portrait Gallery, 1997), p. 27, fig. 27.

A. Cassandra Albinson, “The Construction of Desire: Lawrence’s Portraits of Women,” Thomas Lawrence: Regency, Power, & Brilliance, exh. cat. (London, National Portrait Gallery, 2010), p. xvii, p. 39-43, p. 164-166, p. 212-215, fig. 28, cat. 22, cat. 35","London, Royal Academy, The Exhibition of the Royal Academy, 1815, cat. 28.

Cambridge, Mass., Harvard University, Fogg Art Museum, Exhibition of Eighteenth Century English, May 5–19, 1930, cat. 47.

The Art Institute of Chicago, Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1933, cat. 198 (ill.).

The Art Institute of Chicago, Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1934, cat. 144.

Columbus, Ohio, Gallery of Fine Arts, Sir Thomas Lawrence as Painter and Collector, October 7–November 13, 1955, cat. 34 (ill.).

Worcester, Mass., Art Museum, Sir Thomas Lawrence, Regency Painter: A Loan Exhibition of His Portraits, April 27–June, 1960, cat. 11 (ill.).

London, Royal Academy of Arts, Royal Academy of Arts Bicentenary Exhibition, 1768–1968, December 14, 1968–March 2, 1969, cat. 181 (ill.).

The Art Institute of Chicago, European Portraits 1600–1900 in The Art Institute of Chicago, July 8–September 11, 1978, cat. 13 (ill.).

London, National Portrait Gallery, Sir Thomas Lawrence 1769-1830, November 9-March 16, 1980, cat 29 (ill.).

New Haven, Yale Center for British Art,  Sir Thomas Lawrence: Portraits of an Age, 1790-1830, February 27-April 25, 1993, cat. 40; Forth Worth, TX, Kimbell Art Museum, May 15-July 11, 1993; Richmond, Virginia Museum of Fine Arts, July 31-September 26, 1993.

National Portrait Gallery, London, Thomas Lawrence: Regency, Power, & Brilliance, October 21, 2010- January 23, 2011; Yale Center for British Art, New Haven, February 24- June 5, 2011. cat. 35.",Painting,Painting and Sculpture of Europe,,painting,Art Institute of Chicago,USA
Saw,1923,"Stuart Davis (American, 1892–1964)",United States,Oil on canvas,Through prior gift of William Wrigley,"Lewis Kachur, ""Stuart Davis,"" Arts Magazine 55, 3 (November 1980) p. 2.

Hilton Kramer, ""An American Cubist,"" Art & Antiques (January 1988) p. 94.

Judith A. Barter et al., <em>American Modernism at the Art Institute of Chicago, From World War I to 1955</em>, (Chicago: Art Institute of Chicago/Yale University Press, 2009), cat. 42.","Santa Fe, Museum of New Mexico, Fiesta Exhibition, Sept. 3–17, 1923.

New York, Borgenicht Gallery, Stuart Davis, Still Life paintings, 1922/24, Sept. 27–Oct. 23, 1980.

New York, Salander O'Reilly Galleries, Selections: Stuart davis Exhibition, Oct. 3–25, 1986, checklist, no. 8.

New York, Salander O'Reilly Galleries, Stuart Davis: The Breakthrough Years, Nov. 4–Dec. 26, 1987, cat. 21, as The Saw.

Metropolitan Museum of Art, Stuart Davis, American Painter, Nov. 23, 1991–Feb. 16, 1992; San Francisco Museum of Modern Art, Mar. 26–June 7, 1992, cat. 51, as The Saw.",Painting,Arts of the Americas,Modernism,oil on canvas,Art Institute of Chicago,USA
Nov-78,1978,"Sylvia Plimack Mangold
American, born 1938",,Oil on canvas,Eloise W. Martin Legacy Fund,,,Painting,Contemporary Art,,,Art Institute of Chicago,USA
"York Harbor, Coast of Maine",1877,"Martin Johnson Heade (American, 1819–1904)",York Harbor,Oil on canvas,"Purchased with funds provided by Mrs. Herbert A. Vance; Americana, Lacy Armour and Roger McCormick endowments; through prior gifts of Dr. and Mrs. R. Gordon Brown, Emily Crane Chadbourne, George F. Harding Collection, Brooks McCormick, and James S. Pennington","Sarah E. Kelly, “York Harbor, Coast of Maine,” Art Institute of Chicago Museum Studies 30, 1 (2004), 16–17 (color ill.).","London, Tate Gallery, American Sublime, Feb. 20–May 19, 2002; Pennsylvania Academy of Fine Arts, June 17–Aug. 25, 2002, Minneapolis, Institute of Arts, Sept. 22–Nov. 17, 2002.",Painting,Arts of the Americas,,painting,Art Institute of Chicago,USA
Magnolias on Light Blue Velvet Cloth,1885,"Martin Johnson Heade (American, 1819–1904)",Florida,Oil on canvas,Purchased with funds provided by Gloria and Richard Manney; Harold L. Stuart Endowment,"Theodore E. Stebbins, Jr., The Life and Works of Martin Johnson Heade (Yale University Press, 1975), p. 276, no. 331.

A Record of Sharing (Art Institute of Chicago, 1984), p. 24 (ill.).

The Art Institute of Chicago Annual Report, 1983–1984, (Art Institute of Chicago, 1984), p. 9, fig. 8.

Master Paintings in the Art Institute of Chicago (Little, Brown, and Company, 1988), p. 92 (ill.).

Judith A. Barter et al., American Arts at The Art Institute of Chicago: From Colonial Times to World War I (Art Institute of Chicago, 1998).

Judith A. Barter, ""True to the Senses and False in Its Essence: Still–Life and Trompe l'Oeil Painting in Victorian America,"" Museum Studies 31, 1 (Art Institute of Chicago, 2005) p. 38 (ill.).

Paintings at the Art Institute of Chicago: Highlights of the Collection, (Chicago: Art Institute of Chicago/Yale University Press, 2017) p. 88.","New York City, M. Knoedler and Company, The American Vision, Paintings 1825–1875, Oct. 8–Nov. 2, 1968, cat. 43.",Painting,Arts of the Americas,,painting,Art Institute of Chicago,USA
"Study for ""William Rush Carving His Allegorical Figure of the Schuylkill River""",1876,"Thomas Eakins (American, 1844–1916)",United States,Oil on canvas mounted on board,Bequest of Dr. John J. Ireland,,"Art Institute of Chicago, Art at The Time of the Centennial, June 19–Aug. 8, 1976, no Catalogue or checklist published, as Nude.

Philadelphia, PA, Philadelphia Museum of Art Thomas Eakins Paris, Musee d'Orsay, Feb. 3–May 12, 2002, New York, Metropolitan Museum of Art, June 10–Sept. 15, 2002 (Philadelphia and New York only).",Painting,Arts of the Americas,Realism,painting,Art Institute of Chicago,USA
Mount Washington,1869,"Winslow Homer (American, 1836–1910)",New Hampshire,Oil on canvas,Gift of Mrs. Richard E. Danielson and Mrs. Chauncey McCormick,"""Fine Arts,"" (NY) Evening Post, Nov. 8, 1869.

""Art Matters,"" Boston Sunday Times, Dec. 12, 1869.

""Art Matters,"" Boston Sunday Times, Dec. 19, 1869.

Art Institute of Chicago, Master Paintings in The Art Institute of Chicago, selected by James N. Wood and Katharine C. Lee (Art Institute of Chicago, 1988), 88 (ill.).

Judith A. Barter et al., American Arts at The Art Institute of Chicago: From Colonial Times to World War I (Art Institute of Chicago, 1998).

Pamela Jane Sachant, ""Winslow Homer in the White Mountains, 1868–1870: Portraits of an Uncertain Nation,"" Historical New Hampshire 54 (Fall–Winter 1999): 142–59.

Lloyd Goodrich, Record of Works by Winslow Homer, Volume II, 1867 through 1876, edited and expanded by Abigail Booth Gerdts (New York: Spanierman Gallery, LLC, 2005)

Judith A. Barter et al., The Age of American Impressionism: Masterpieces from the Art Institute of Chicago (Chicago: Art Institute of Chicago/Yale University Press, 2011), no. 2.","New York, Century Association, Nov. 6, 1869.

Boston, Williams and Everett, Dec. 1869.

Cincinnati Industrial Exposition, Exhibition of Paintings Drawings, Aquarelles, and Works of Household Arts, Sept. 3–Oct. 4, 1873, cat. 153, as End of the Bridle Path, Mt. Washington.

Boston, Museum of Fine Arts, Winslow Homer Memorial Exhibition, 1911, no cat.

New York, Whitney Museum of American Art, Oils and Watercolors by Winslow Homer, Oct. 3–Nov. 2, 1944.

Northampton, MA, Smith College Museum of Art, Winslow Homer: Illustrator, Feb. 1951, cat. 6; Williamstown, MA, Williams College Museum of Art, March 1951.

Art Institute of Chicago, Art at the Time of the Centennial, June 19–Aug. 8, 1976, no cat.

Durham, NH, University Art Galleries, University of New Hampshire, The White Mountains: Place and Perceptions, Sept. 8–Oct. 29, 1980, no cat. no., p. 102, as Summit of Mount Washington; New-York Historical Society, Dec. 1–Jan. 30, 1981; Hanover, NH, Dartmouth College Museum and Galleries, Mar. 6–Apr. 19, 1981 (New York and Hanover only).

Washington DC, National Gallery of Art, Winslow Homer, Oct. 15, 1995–Jan. 28, 1996, cat. 23 (ill.); Museum of Fine Arts, Boston, Feb. 21–May 26, 1996; New York City, Metropolitan Museum of Art, June 17–Sept. 22, 1996. 

Washington, DC, National Museum of American Art, Image and Memory: Picturing Old New England, Apr. 2–Aug. 22, 1999.",Painting,Arts of the Americas,Impressionism,painting,Art Institute of Chicago,USA
Peach Blossoms,1878,"Winslow Homer (American, 1836–1910)",United States,Oil on canvas,Gift of George B. Harrington,"Judith A. Barter et al., The Age of American Impressionism: Masterpieces from the Art Institute of Chicago (Chicago: Art Institute of Chicago/Yale University Press, 2011), no. 3.","Kansas City, Nelson–Atkins Museum of Art, Winslow Homer in the 1870s, Feb. 18–May 5, 2001; Los Angeles County Museum of Art, July 10–Sept. 9, 2001, Atlanta, High Museum of Art, Oct. 6, 2001–Jan. 6, 2002.",Painting,Arts of the Americas,Impressionism,painting,Art Institute of Chicago,USA
Coast of Maine,1893,"Winslow Homer (American, 1836–1910)",United States,Oil on canvas,Arthur Jerome Eddy Memorial Collection,"Milo M. Naeve, “The Edwardian Era and Patrons of American Art at The Art Institute of Chicago: the Birth of a Tradition,” America’s International Exposition of Fine Arts and Antiques, (Lakeside Group, 1988), p. 22, fig. 3.

Judith A. Barter et al., American Arts at The Art Institute of Chicago: From Colonial Times to World War I (Art Institute of Chicago, 1998).

Judith A. Barter et al., The Age of American Impressionism: Masterpieces from the Art Institute of Chicago (Chicago: Art Institute of Chicago/Yale University Press, 2011), no. 9.

Victor Hugo, ""La Légende des siècles de Victor Hugo – Les petites épopées,"" complied by Pierre Georgel (Citadelles & Mazenod, 2013), (ill.).","Santa Barbara Museum of Art, California, Painting Today and Yesterday in the United States, June 5–Sept. 1, 1941, cat. 23.

Decatur Art Center, Ill., Masterpieces of European and American Art, Mar. 4–25, 1945, cat. 2.

Springfield Art Association, Ill., Masterpieces of European and American Art, Apr. 4–30, 1945, cat. 2.

Milwaukee Art Institute, Nineteenth Century American Masters, Feb. 20–Mar. 28, 1948, cat. 12.

Milwaukee–Downer College, Wisconsin, A Century of Landscape Painting by American Artists, 1851–1951, Feb. 13 – Mar. 23, 1951, cat. no. 4. *only checklist on back of symposium brochure, The Arts in Society, Milwaukee–Downer College Feb. 13, 1951.

Cleveland Museum of Art, Reckoning with Winslow Homer, Sept. 19–Nov. 18, 1990, fig. 14; Columbus Museum of Art, Ohio, Dec. 16, 1990–Feb. 10, 1991; Washington, DC, Corcoran Museum of Art, Mar16–May 12, 1991.

Tokyo, ASAHI Shimbun, Masterworks of Modern Art from The Art Institute of Chicago, Nagaoka, Niigata Prefectural Museum of Modern Art, Apr. 20–May 29, 1994, Nagoya, Aichi Prefectural Museum of Art, June 10–July 24, 1994, Yokohama Museum of Art, Aug. 6–Sept. 25, 1994.

Portland Art Museum, Maine, Weatherbeaten: the Late Paintings of Winslow Homer, Sept. 20–Dec. 30, 2012.",Painting,Arts of the Americas,Impressionism,painting,Art Institute of Chicago,USA
"Coast Scene, Bathers",1884,"James McNeill Whistler (American, 1834–1903)",United States,Oil on panel,Walter S. Brewster Collection,"Judith A. Barter et al., The Age of American Impressionism: Masterpieces from the Art Institute of Chicago (Chicago: Art Institute of Chicago/Yale University Press, 2011), no. 17.

Margaret F. MacDonald, Grischka Petri, ""Coast Scene: Bathers,"" <em>The Paintings of James McNeill Whistler: A Catalogue Raisonné</em>, University of Glasgow, accessed June 3, 2020, <a href=""https://whistlerpaintings.gla.ac.uk/catalogue/display/?mid=y326""> https://whistlerpaintings.gla.ac.uk/catalogue/display/?mid=y326</a>, as <em>Coast Scene: Bathers</em> (ill.).

Jay A. Clarke and Sarah Kelly Oehler, eds., <em>Whistler Paintings and Drawings at the Art Institute of Chicago</em> (Chicago: Art Institute of Chicago, 2020), cat. 27 (ill.), <a href=""http://artic.edu/digitalwhistler"">http://artic.edu/digitalwhistler</a>.","Art Institute of Chicago, Summer Exhibitions, July 20–Oct. 29, 1939, cat 2.",Painting,Arts of the Americas,Impressionism,painting,Art Institute of Chicago,USA
Icebound,1909,"Willard Metcalf (American, 1858–1925)",United States,Oil on canvas,Walter H. Schulze Memorial Collection,"Judith A. Barter et al., The Age of American Impressionism: Masterpieces from the Art Institute of Chicago (Chicago: Art Institute of Chicago/Yale University Press, 2011), no. 67.","Milwaukee Art Institute, Exhibition of Forty Paintings presented to the Art Institute of Chicago by the Friends of American Art, Mar. 1–29, 1925, cat.26.

California Palace of the Legion of Honor, Exhibition of Paintings: Collection of the Friends of American Art lent by the Art Institute of Chicago, June 26 – July 26, 1926, no. 17.

Ohio, Mansfield Art Center, The American Landscape, Mar. 8–Apr. 5, 1981, cat. 30.

Hanover, New Hampshire, Hood Museum of Art, Winter's Promise: Willard Metcalf in Cornish, New Hamshire, 1909–1920, Jan. 9–Mar. 14, 1999.",Painting,Arts of the Americas,Impressionism,painting,Art Institute of Chicago,USA
The Nativity,1460,"Donatello, Circle of
Italian, 1386/7-1466",Italy,Stucco and polychrome,Mr. and Mrs. Martin A. Ryerson Collection,,,Sculpture,Painting and Sculpture of Europe,,relief,Art Institute of Chicago,USA
Casket,1201,German,Germany,"Wood, iron, tin, paint, and traces of paper",Gift of Mr. and Mrs. Chester D. Tripp,,,Decorative Arts,Applied Arts of Europe,Romanesque,case furniture,Art Institute of Chicago,USA
Madonna and Child,1400,"Workshop of Neroccio de' Landi
Italian, 1447-1500",Siena,tempera and gold on stucco,Mr. and Mrs. Martin A. Ryerson Collection,"Eric MacLagan and Margaret H. Longhurst, Victoria and Albert Museum. Department of Architecture and Sculpture, Catalogue of Italian Sculpture, vol. 1 (London, 1932), p. 94, under no. A5-1924

W.R. Valentiner, Italian Gothic and Early Renaissance Sculptures, exh. cat., Detroit Institute of Arts, Detroit, 1938, [p. 3, 5], no. 75, ill.

Allen Stuart Weller, Francesco di Giorgio 1439-1501 (Chicago, 1943), p. 97, fig. 30.

John Pope-Hennessy, “A Cartapesta Mirror Frame,” Burlington Magazine 92 (1950), pp. 288-91. 
Gertrude Coor, Neroccio de’ Landi 1447-1500 (Princeton, 1961), pp. 7, 56-7, 62-3, 67, 79, 95-6, n. 335, 105, 164, no. 9, fig. 38

John Pope-Hennessy and Ronald Lightbown, Catalogue of Italian Sculpture in the Victoria and Albert Museum. Eighth to Fifteenth Century (London, 1964), p. 289, under no. 298. 

Enzo Carli, “Two Stucco Reliefs by Neroccio di Bartolomeo” in Wendy Stedman Sheard and John T. Paoletti, eds., Collaboration in Italian Renaissance Art, (New Haven and London, 1978), p. 25, n. 5.

Laurence Kanter in Keith Christiansen et al., Painting in Renaissance Siena 1420-1500, exh. cat., The Metropolitan Museum of Art, New York, 1988, pp. 330-32, no. 70, ill.","The Detroit Institute of Arts, Italian Gothic and Renaissance Sculture, January 7–February 20, 1938, cat. 75; ill. pp. 3, 5 of introduction z9.

The Metropolitan Museum of Art, Painting in Renaissance Siena, 1420–1500, December 20, 1988–March 19, 1989, cat. 70.",Sculpture,Painting and Sculpture of Europe,,relief,Art Institute of Chicago,USA
"Susanna and the Elders in the Garden, and the Trial of Susanna before the Elders",1495,"Master of Apollo and Daphne
Italian, active c. 1480-1510",Florence,Tempera on panel,Mr. and Mrs. Martin A. Ryerson Collection,"Paul Schubring, Cassoni: Truhen und Truhenbilder der italienischen Frührenaissance (Leipzig, 1915), vol. 1, pp. 301–02, nos. 351 and 352, vol. 2, pl. 83, nos. 351 and 352.

Paul Erich Küppers, Die Tafelbilder des Domenico Ghirlandajo (Strasbourg, 1916), p. 85.

American Art News 15, 33 (1917), p. 7, ills.

The Art Institute of Chicago, Catalogue of Paintings, Drawings, Sculpture, and Architecture (Chicago, August 1917), p. 166.

The Art Institute of Chicago, Handbook of Sculpture, Architecture, Paintings, and Drawings (Chicago, August 1920), p.64.

The Art Institute of Chicago, Handbook of Sculpture, Architecture, Paintings, and Drawings (Chicago, May 1922), p. 73.

The Art Institute of Chicago, Handbook of Sculpture, Architecture, and Paintings (Chicago, 1923), p. 73.

Gustave Emile Kaltenbach, “Cassoni,” American Magazine of Art 14, 10 (October 1923), pp. 598, ills, 599.

The Art Institute of Chicago, A Guide to the Paintings in the Permanent Collection (Chicago, 1925), p. 160, nos. 2072–73.

Rose Mary Fischkin, Martin A. Ryerson Collection of Paintings and Sculpture, XIII to XVIII Century, Loaned to The Art Institute of Chicago, unpub. MS, 1926 Ryerson Library, The Art Institute of Chicago, pp. 20–22.

Raimond Van Marle, The Development of the Italian Schools of Painting, (The Hague, 1931), vol. 12, p. 409, vol. 13, p. 234.

The Art Institute of Chicago, A Guide to the Paintings in the Permanent Collection (Chicago, 1932), p. 182.

Bernard Berenson, Italian Pictures of the Renaissance (Oxford, 1932), p. 525.

William R. Valentiner, Paintings in the Collection of Martin A. Ryerson, unpub. MS [1932], Archives, The Art Institute of Chicago, n. pag.

Bernard Berenson, Pitture italiane del Rinascimento (Milan, 1936), p. 452.

René Brimo, Art et goût: L’Evolution du goût aux Etats-Unis d’après l’histoire des collections (Paris, 1938), p. 92.

The Art Institute of Chicago, Paintings in The Art Institute of Chicago: A Catalogue of the Picture Collection (Chicago, 1961), p. 414.

Bernard Berenson, Italian Pictures of the Renaissance: Florentine School, vol. 1 (London 1963), p. 197.

Everett Fahy, “The ‘Master of Apollo and Daphne,’” The Art Institute of Chicago Museum Studies 3 (1968), pp. 21–34, 36, nos. 7–8, figs. 1, 4, 7.

Charles Seymour, Early Italian Paintings in the Yale University Art Gallery (New Haven and London, 1970), p. 17.

Burton B. Fredericksen and Federico Zeri, Census of Pre-Nineteenth-Century Italian Paintings in North American Public Collections (Cambridge, Massachusetts, 1972), pp. 124, 266–67, 571.

Everett Fahy, Some Followers of Domenico Ghirlandajo (New York and London, 1976), pp. 11–20 bis, 105, nos. 7–8.

Federico Zeri, Italian Paintings in the Walters Art Gallery, vol. 1 (Baltimore, 1976), p. 104.

Walker Art Gallery, Liverpool: Foreign Catalogue (Liverpool, 1977), p. 118.

Ellen Callmann, “The Growing Threat to Marital Bliss as Seen in Fifteenth-Century Florentine Paintings,” Studies in Iconography 5 (1979), pp. 86–87, figs. 16–17, p. 91 n. 30.

Peter Thornton, The Italian Renaissance Interior, 1400–1600 (London, 1991), pp. 148–9, pl. 163 (detail).

Christopher Lloyd, Italian Paintings before 1600 in the Art Institute of Chicago: A Catalogue of the Collection (Chicago, 1993), pp.142–145, ills.

Giovanni Sarti, Trente-trois primitifs italiens de 1310 à 1500: du sacré au profane (Paris, 1998), p. 212.",,Painting,Painting and Sculpture of Europe,,tempera,Art Institute of Chicago,USA
